course_number,course_title
PSYCH 250B,Perspectives in Personality: Trends and Issues
PSYCH 250C,Proseminar: Social Cognition
PSYCH 250D,Principles and Pragmatics of Personality Measurement
PSYCH 259,Personality Seminar
PSYCH 260B,Proseminar Course in Social Psychology
PSYCH 269,Social Seminar
PSYCH 290B,Seminars: Biological
PSYCH 290E,Seminars: Perception
PSYCH 290H,Seminars: Developmental
PSYCH 290I,Seminars: Personality
PSYCH 290J,Seminars: Social
PSYCH 290K,Seminars: Clinical
PSYCH 290P,Seminars: Additional Seminars on Special Topics to Be Announced
PSYCH 290Q,Seminars: Cognition
PSYCH 290Z,Seminars
PSYCH 292,Introduction to the Profession of Psychology
PSYCH 293,Second-Year Seminar on Professional Development
PSYCH 294,Current Issues Colloquium Series
PSYCH 298,Directed Study
PSYCH 299,Research
PSYCH 301,Supervision for Teaching Psychology 2
PSYCH 375,Teaching Psychology
PSYCH 401A,Clinical Internship (Off Campus)
PSYCH 401B,Clinical Internship (Off Campus)
PSYCH 602,Individual Study for Doctoral Students
PUB AFF 201,Confronting Public Policy Challenges
PUB AFF W202,Policy Analysis Toolkit Course
PUB AFF W207,The Capstone
PUB AFF 215,Economics for Public Policy Makers
PUB AFF 225,Policy Communications
PUB AFF 235,Research Methods for Policy Leaders
PUB AFF 245,Inferential Statistics for Policy Makers
PUB AFF 255,Risk and Decision Models
PUB AFF 265,Financial Management and Budgeting
PUB AFF 283,Leading People and Organizations
PUB AFF 285,Ethical Issues for Policy Leaders
PUB AFF 287,"Innovation, Strategy and Leadership: Making Change in Public Organizations."
PUB AFF W290,Special Topics in Public Affairs
PB HLTH 14,Healthy People: Introduction to Health Promotion
PB HLTH 14N,Healthy People: Introduction to Health Promotion
PB HLTH 15,Introduction to Global Health Equity
PB HLTH 24,Freshman Seminar in Public Health
PB HLTH 39C,Freshman/Sophomore Seminar
PB HLTH 39E,Freshman/Sophomore Seminar
PB HLTH 39G,Freshman/Sophomore Seminar
PB HLTH 39H,Freshman/Sophomore Seminar
PB HLTH 39I,Freshman/Sophomore Seminar
PB HLTH 84,Sophomore Seminar
PB HLTH 97,Field Study
PB HLTH 98,Directed Group Study
PB HLTH 99,Supervised Independent Study
PB HLTH 101,A Sustainable World: Challenges and Opportunities
PB HLTH C102,Bacterial Pathogenesis
PB HLTH 103,"Drugs, Health, and Society"
PB HLTH 104A,Health Promotion in a College Setting
PB HLTH 104B,Health Promotion in a College Setting
PB HLTH 105,"Policy, Planning, and Evaluation of Health Promotion in a College Setting"
PB HLTH 107,"Violence, Social Justice, and Public Health"
PB HLTH 112,Global Health: A Multidisciplinary Examination
PB HLTH 113,Campus/Community Health Impact Program
PB HLTH 116,"Seminar on Social, Political, and Ethical Issues in Health and Medicine"
PB HLTH C117,Introduction to Global Health Disparities Research
PB HLTH 118,Nutrition in Developing Countries
PB HLTH 126,Health Economics and Public Policy
PB HLTH 129,The Aging Human Brain
PB HLTH C129,The Aging Human Brain
PB HLTH 130,Advanced Health Policy
PB HLTH 140,Introduction to Risk and Demographic Statistics
PB HLTH 141,Introduction to Biostatistics
PB HLTH 142,Introduction to Probability and Statistics in Biology and Public Health
PB HLTH 142AB,Introduction to Probability and Statistics in Public Health and Biology
PB HLTH W142,Introduction to Probability and Statistics in Biology and Public Health
PB HLTH 144A,Introduction to SAS Programming
PB HLTH 144B,Intermediate SAS Programming
PB HLTH 145,Statistical Analysis of Continuous Outcome Data
PB HLTH 147,Global Perspective on Vision
PB HLTH 150A,Introduction to Epidemiology and Human Disease
PB HLTH 150B,Introduction to Environmental Health Sciences
PB HLTH 150D,Introduction to Health Policy and Management
PB HLTH 150E,Introduction to Community Health and Human Development
PB HLTH C155,Sociology of Health and Medicine
PB HLTH C160,Environmental Health and Development
PB HLTH 162A,Public Health Microbiology
PB HLTH 162L,Public Health Microbiology Laboratory
PB HLTH 170B,Toxicology
PB HLTH 170C,Drinking Water and Health
PB HLTH 180,The Evolution of Human Sexuality
PB HLTH 181,Poverty and Population
PB HLTH 183,"The History of Medicine, Public Health, and the Allied Health Sciences"
PB HLTH H195A,Special Study for Honors Candidates in Public Health
PB HLTH H195B,Special Study for Honors Candidates in Public Health
PB HLTH 196,Special Topics in Public Health
PB HLTH 197,Field Study in Public Health
PB HLTH 198,Directed Group Study
PB HLTH 199,Supervised Independent Study and Research
PB HLTH 200A,Current issues in Public Health Ethics: Research and Practice
PB HLTH 200C,Public Health Core Breadth Seminar
PB HLTH 200D,Applied Public Health: Putting Theory Into Practice
PB HLTH 200J,Health Policy and Management Breadth Course
PB HLTH 200K,Environmental Health Sciences Breadth Course
PB HLTH 200L,Health and Social Behavior Breadth
PB HLTH W200E,Health Policy and Management Breadth Course
PB HLTH W200F,Environmental Health Sciences Breadth Course
PB HLTH W200G,Health and Social Behavior Breadth
PB HLTH 201E,"Public Health Interventions: Theory, Practice, and Research"
PB HLTH 201F,Community-Based Research and Interventions to Promote Health: Theory and Methods
PB HLTH 202B,Ethnic and Cultural Diversity in Health Status
PB HLTH C202B,Ethnic and Cultural Diversity in Health Status
PB HLTH 202G,Advanced Alcohol Research Seminar
PB HLTH W202,Ethnic and Cultural Diversity in Health Status
PB HLTH 203A,Theories of Health and Social Behavior
PB HLTH 204A,Mass Communications in Public Health
PB HLTH 204D,Community Organizing and Community Building for Health
PB HLTH 204F,"Culture, Public Health Practice, and Eliminating Health Disparities: From Ideas to Action in the 21st Century"
PB HLTH 204G,Research Advances in Health Disparities: Multidisciplinary Perspectives
PB HLTH 204H,Exploring Community Health Through Film
PB HLTH W204,Mass Communication in Public Health
PB HLTH 205,"Program Planning, Development, and Evaluation"
PB HLTH W205,"Program Planning, Development, and Evaluation"
PB HLTH 206,PH Nutrition Core Course: Critical Issues in Public Health Nutrition
PB HLTH 206A,"Nutrition Status, Physical Activity, and Chronic Conditions"
PB HLTH 206B,Food and Nutrition Policies and Programs
PB HLTH 206C,Nutritional Epidemiology
PB HLTH 206D,Food and Nutrition Programs and Policies in Developing Countries
PB HLTH W206,Maternal and Child Health Nutrition
PB HLTH 207A,Public Health Aspects of Maternal and Child Nutrition
PB HLTH 208A,Public Health Aspects of Nutritional Care: In Hospital Setting
PB HLTH 208B,Public Health Aspects of Nutritional Care: In Selected Facilities
PB HLTH 210,"Foundations of Maternal and Child Health Policy, Practice and Science"
PB HLTH 210B,Adolescent Health
PB HLTH 210C,Needs Assessment in Maternal and Child Health
PB HLTH 210D,Reproductive and Perinatal Epidemiology
PB HLTH 210E,Practicum in MCH Data Analysis I
PB HLTH 210F,Practicum In MCH Data Analysis II
PB HLTH 212A,International Maternal and Child Health
PB HLTH 212C,Migration and Health: A U.S.-Mexico Binational Perspective
PB HLTH 212D,Expanded Foundations of Global Health
PB HLTH 212E,Private Sector Health Services in Developing Countries
PB HLTH 213A,"Family Planning, Population Change, and Health"
PB HLTH 214,Eat.Think.Design
PB HLTH 216A,Biological Embedding of Social Factors
PB HLTH 217C,Aging and Public Health
PB HLTH C217D,Biological and Public Health Aspects of Alzheimer's Disease
PB HLTH 218B,Evaluation of Health and Social Programs
PB HLTH W218,Evaluation of Health and Social Programs
PB HLTH 219A,Advanced Methods: Qualitative Research
PB HLTH 219C,Community-Based Participatory Research in Public Health
PB HLTH 219D,Social and Behavioral Health Research: Introduction to Survey Methods
PB HLTH 219E,Introduction to Qualitative Methods in Public Health Research
PB HLTH W219,Social and Behavioral Health Research: Introduction to Survey Methods
PB HLTH 220,Health Policy Decision-Making
PB HLTH 220C,Health Risk Assessment
PB HLTH 220D,Health Policy Advocacy
PB HLTH 220E,Global Health Policy
PB HLTH 220F,Health Workforce and Public Policy
PB HLTH 220G,Advocacy in Action
PB HLTH 221,"Mental Health Policies, Programs, and Services"
PB HLTH 221B,Understanding and Overcoming Health Care Disparities
PB HLTH 222A,Health Care Technology Policy
PB HLTH 223A,Introduction to the Health Care System
PB HLTH 223B,Cases in Health Management
PB HLTH 223C,Strategic Management and the Health Sector
PB HLTH 223D,Foundations of Health Policy and Management
PB HLTH 223E,Capstone Seminar in Health Policy and Management
PB HLTH 223F,Effective Public Health Negotiations
PB HLTH W223,Strategic Management and the Health Sector
PB HLTH 224A,Health Care Organizations and Management
PB HLTH 224C,Advanced Health Care Organizations and Environments
PB HLTH 224E,Health Care Quality
PB HLTH W224,Health Care Organizations and Management
PB HLTH 225,Legal Basis for Health Care Delivery
PB HLTH 226A,Health Economics A
PB HLTH 226B,Health Economics B
PB HLTH 226C,Economics of Population Health
PB HLTH 226D,Global Health Economics
PB HLTH W226C,Economics of Population Health
PB HLTH 227A,Health Care Finance
PB HLTH 229,Public Health and the Law
PB HLTH 230,Advanced Health Politics
PB HLTH 231A,Analytic Methods for Health Policy and Management
PB HLTH 231C,Health Care Operations and Management Methods
PB HLTH 232,Doctoral Seminar in Public Health Applications of Time Series Analysis
PB HLTH C233,Healthy Cities
PB HLTH C234,Green Chemistry: An Interdisciplonary Approach to Sustainability
PB HLTH 235,Impact Evaluation for Health Professionals
PB HLTH 236,"U.S. Food and Drug Administration, Drug Development, and Public Health"
PB HLTH 237A,Theories and Methods in Health Policy and Health Services Research
PB HLTH 237B,Theories and Methods in Health Policy and Health Services Research B
PB HLTH C240A,Introduction to Modern Biostatistical Theory and Practice
PB HLTH C240B,Biostatistical Methods: Survival Analysis and Causality
PB HLTH C240C,Biostatistical Methods: Computational Statistics with Applications in Biology and Medicine
PB HLTH C240D,Biostatistical Methods: Computational Statistics with Applications in Biology and Medicine II
PB HLTH C240E,Statistical Genomics
PB HLTH C240F,Statistical Genomics
PB HLTH 241,Statistical Analysis of Categorical Data
PB HLTH 242A,Biometrical Data Analysis--Pathological Incomplete Data and Pattern Recognition
PB HLTH 242B,Biometrical Data Analysis--Model Free Curve Estimation
PB HLTH C242C,Longitudinal Data Analysis
PB HLTH 243A,Special Topics in Biostatistics
PB HLTH 243C,Information Systems in Public Health
PB HLTH 243D,Special Topics in Biostatistics: Adaptive Designs
PB HLTH 244,Big Data: A Public Health Perspective
PB HLTH 245,Introduction to Multivariate Statistics
PB HLTH C246A,Censored Longitudinal Data and Causality
PB HLTH 248,Statistical/Computer Analysis Using R
PB HLTH 250A,Epidemiologic Methods I
PB HLTH 250B,Epidemiologic Methods II
PB HLTH 250C,Advanced Epidemiologic Methods
PB HLTH W250,Epidemiologic Methods I
PB HLTH 251A,Practicum in Epidemiologic Methods I
PB HLTH 251C,Causal Inference and Meta-Analysis in Epidemiology
PB HLTH 251D,Applied Epidemiology Using R
PB HLTH 252,Epidemiological Analysis
PB HLTH 252A,Applied Sampling and Survey Design and Analysis
PB HLTH 252B,Modeling the Dynamics of Infectious Disease Processes
PB HLTH 252C,Intervention Trial Design
PB HLTH 252D,Introduction to Causal Inference
PB HLTH 252E,Advanced Topics in Causal Inference
PB HLTH 253A,Topics in Disease Surveillance
PB HLTH 253B,Epidemiology and Control of Infectious Diseases
PB HLTH C253,Foundations of Public Health
PB HLTH 253D,Behavior and Policy Science in HIV Treatment and Prevention
PB HLTH 253E,Ethical Challenges in Public Health Interventions: Catastrophic and Routine
PB HLTH 253F,Foundations of Public Health
PB HLTH 253G,Sexual Health Promotion and Sexually Transmitted Disease Control
PB HLTH 254,Occupational and Environmental Epidemiology
PB HLTH 255A,Social Epidemiology
PB HLTH 255C,Mental Health and Psychopathology
PB HLTH 255D,Methods in Social Epidemiology
PB HLTH 255E,Structural Inequalities and Reproductive Health
PB HLTH 256,Molecular and Genetic Epidemiology and Human Health in the 21st Century
PB HLTH C256A,"Human Genome, Environment and Human Health"
PB HLTH C256B,Genetic Analysis Method
PB HLTH 257,Outbreak Investigation
PB HLTH 257B,Public Health Preparedness &amp; Emergency Response
PB HLTH N257,Outbreak Investigations
PB HLTH W257,Public Health Preparedness and Emergency Response
PB HLTH 258,Cancer Epidemiology
PB HLTH 258B,Ethical Issues in Epidemiology Research
PB HLTH W258,Global Health Disaster Preparedness and Response
PB HLTH 259A,History of Epidemiology
PB HLTH 259B,Practical Applications of Epidemiologic Methods in Developing Countries
PB HLTH 260A,Principles of Infectious Diseases
PB HLTH 260B,Principles of Infectious Diseases
PB HLTH 260C,Infectious Disease Laboratory
PB HLTH 260E,Molecular Epidemiology of Infectious Diseases
PB HLTH 260F,Infectious Disease Research in Developing Countries
PB HLTH 261,Advanced Medical Virology
PB HLTH 262,Molecular and Cellular Basis of Bacterial Pathogenesis
PB HLTH 263,Public Health Immunology
PB HLTH 264,Current Issues in Infectious Diseases
PB HLTH 265,Molecular Parasitology
PB HLTH 266,Viruses and Human Cancer
PB HLTH 266A,Foodborne diseases
PB HLTH 266B,Zoonotic Diseases
PB HLTH 266C,Hospital Associated Infections
PB HLTH 267B,Characterization of Airborne Contaminants
PB HLTH 267D,Health Impact Assessment
PB HLTH 269D,Ergonomics Seminar
PB HLTH 269E,Current Topics in Environmental Medicine
PB HLTH W269A,Introduction to Physical Ergonomics
PB HLTH 270,Introduction to Environmental Health Sciences
PB HLTH 270A,Exposure Assessment and Control
PB HLTH 270B,Toxicology I
PB HLTH 270C,Practical Toxicology
PB HLTH C270B,Advanced Toxicology
PB HLTH 271C,Drinking Water and Health
PB HLTH C271G,Health Implications of Climate Change
PB HLTH 271D,Global Burden of Disease and Comparative Risk Assessment
PB HLTH 271E,Science and Policy for Environment and Health
PB HLTH 271G,Health Implications of Climate Change
PB HLTH 272A,Geographic Information Science for Public and Environmental Health
PB HLTH 272B,Case Studies in Environmental and Occupational Epidemiology
PB HLTH 273,Environmental Determinants of Infectious Disease
PB HLTH 275,Current Topics in Vaccinology
PB HLTH 276,Integrity in the Conduct of Research
PB HLTH 281,Public Health and Spirituality
PB HLTH 282,Topics in the History of Medicine and Public Health
PB HLTH 285A,Public Health Injury Prevention and Control
PB HLTH C285,Traffic Safety and Injury Control
PB HLTH 288C,Preventive Medicine Residency Seminar: Managed Care and Preventive Medicine
PB HLTH 288D,Preventive Medicine Residency Seminar: Public Administration
PB HLTH W289,Interdisciplinary Health Seminar
PB HLTH 290,Health Issues Seminars
PB HLTH 291A,Preparation for Public Health Practice
PB HLTH 292,Seminars for M.P.H. Students
PB HLTH 293,Doctoral Seminar
PB HLTH 295,Seminars
PB HLTH 296,Special Study
PB HLTH 297,Field Study in Public Health
PB HLTH N297,Field Study in Public Health
PB HLTH N297A,Field Study in Public Health
PB HLTH N297B,Field Study in Public Health: Environmental Health Sciences
PB HLTH N297C,Field Study in Public Health: Epidemiology/Biostatistics
PB HLTH N297D,Field Study in Public Health: Health Policy and Management
PB HLTH N297E,Field Study in Public Health: Maternal and Child Health
PB HLTH N297F,Field Study in Public Health: Nutrition
PB HLTH N297G,Field Study in Public Health: Health and Social Behavior
PB HLTH N297H,Field Study in Public Health: Infectious Diseases
PB HLTH 298,Group Study
PB HLTH 299,Independent Research
PB HLTH 375A,School of Public Health Schoolwide Pedagogy Course
PB HLTH 375B,Instructional Techniques in Biostatistics
PUB POL 24,Freshman Seminar
PUB POL 39B,Freshman/Sophomore Seminar
PUB POL 98,Group Study in Public Policy
PUB POL 101,Introduction to Public Policy Analysis
PUB POL 103,Wealth and Poverty
PUB POL C103,Wealth and Poverty
PUB POL 117AC,"Race, Ethnicity, and Public Policy"
PUB POL C142,Applied Econometrics and Public Policy
PUB POL C150,Political Psychology and Public Policy
PUB POL 156,Program and Policy Design
PUB POL 157,Arts and Cultural Policy
PUB POL C157,Arts and Cultural Policy
PUB POL C164,Impact of Government Policies on Poor Children and Families
PUB POL 179,Public Budgeting
PUB POL 182,Environment and Technology from the Policy and Business Perspective
PUB POL C184,Energy and Society
PUB POL 190,Special Topics in Public Policy
PUB POL 190AC,"Combining Research and Practice: Inequality, Imprisonment, and Higher Education in the Community"
PUB POL 198,Directed Group Study
PUB POL 199,Supervised Independent Study and Research
PUB POL 200,Introduction to Policy Analysis
PUB POL 205,Advanced Policy Analysis
PUB POL 210A,The Economics of Public Policy Analysis
PUB POL 210B,The Economics of Public Policy Analysis
PUB POL 220,Law and Public Policy
PUB POL C221,"Climate, Energy and Development"
PUB POL 240A,"Decision Analysis, Modeling, and Quantitative Methods"
PUB POL 240B,"Decision Analysis, Modeling, and Quantitative Methods"
PUB POL 249,Statistics for Program Evaluation
PUB POL 250,Political and Agency Management Aspects of Public Policy
PUB POL 251,Microeconomic Organization and Policy Analysis
PUB POL C253,International Economic Development Policy
PUB POL 256,Program and Policy Design
PUB POL 257,Arts and Cultural Policy
PUB POL 259,Benefit-Cost Analysis
PUB POL 260,Public Leadership and Management
PUB POL 269,Public Budgeting
PUB POL 270,"Kid-First Policy: Family, School, and Community"
PUB POL 271,The Political Economy of Inequality
PUB POL C271,Energy and Development
PUB POL 273,PUBLIC MANAGEMENT AND POLICY IMPLEMENTATION
PUB POL 275,Spatial Data and Analysis
PUB POL 279,Research Design and Data Collection for Public Policy Analysis
PUB POL 280,"Ethics, Policy, and the Power of Ideas"
PUB POL 282,Environment and Technology from the Policy and Business Perspective
PUB POL C284,Energy and Society
PUB POL C285,Nuclear Security: The Nexus Between Policy and Technology
PUB POL 286,US National Security Policy
PUB POL 288,Risk and Optimization Models for Policy
PUB POL 290,Special Topics in Public Policy
PUB POL 292,Directed Advanced Study
PUB POL 295,Supervised Research Colloquium
PUB POL 296,Ph.D. Seminar
PUB POL 297,Graduate Student Led Course in Public Policy
PUB POL 298,Directed Advanced Study
PUB POL 299,Independent Study in Preparation for the Advanced Policy Analysis
PUB POL 375,GSI Practicum
PUNJABI 1A,Introductory Punjabi
PUNJABI 1B,Introductory Punjabi
PUNJABI 15,Intensive Elementary Punjabi
PUNJABI 100A,Intermediate Punjabi
PUNJABI 100B,Intermediate Punjabi
RELIGST 24,Freshman Seminar
RELIGST 90A,Introductory Topics in Religious Studies
RELIGST 90B,Introductory Topics in Religious Studies
RELIGST C90B,Introductory Topics in Religious Studies
RELIGST C103,Religion of Ancient Egypt
RELIGST C104,Babylonian Religion
RELIGST C108,Scandinavian Myth and Religion
RELIGST C118,"Western Mysticism: Religion, Art, and Literature"
RELIGST C119,The English Bible As Literature
RELIGST C124,The Renaissance and the Reformation
RELIGST C132,Jewish Civilization I: The Biblical Period
RELIGST C133,Judaism in Late Antiquity
RELIGST C135,Jewish Civilization: Modern Period
RELIGST 173AC,Gandhi and the Civil Rights Movement in America
RELIGST 190,Topics in the Study of Religion
RELIGST H195A,Honors Course
RELIGST H195B,Honors Course
RELIGST 198,Directed Group Study
RELIGST 199,Supervised Independent Study
RHETOR R1A,The Craft of Writing
RHETOR R1B,The Craft of Writing
RHETOR 2,Fundamentals of Public Speaking
RHETOR 10,Introduction to Practical Reasoning and Critical Analysis of Argument
RHETOR 20,Rhetorical Interpretation
RHETOR 22,Rhetoric of Shakespearean Drama
RHETOR 24,Freshman Seminars
RHETOR 39I,Freshman/Sophomore Seminar
RHETOR 98,Supervised Group Study
RHETOR 103A,Approaches and Paradigms in the History of Rhetorical Theory
RHETOR 103B,Approaches and Paradigms in the History of Rhetorical Theory II
RHETOR 104,Rhetorical Theory and Practice in Historical Eras
RHETOR 105T,Rhetoric of Religious Discourse
RHETOR 106,Rhetoric of Historical Discourse
RHETOR 107,Rhetoric of Scientific Discourse
RHETOR 108,Rhetoric of Philosophical Discourse
RHETOR 109,Aesthetics and Rhetoric
RHETOR 110,Advanced Argumentative Writing
RHETOR 111,Reception of Antiquity
RHETOR 112,Rhetoric of Narrative Genres in Nonliterate Societies
RHETOR 113,Rhetoric of Ethics
RHETOR 114,Rhetoric of New Media
RHETOR 115,Technology and Culture
RHETOR 116,"Rhetoric, Culture and Society"
RHETOR 117,"Language, Truth and Dialogue"
RHETOR 118,Undergraduate Seminar on the Theory and Practice of Reading and Interpretation
RHETOR 119,Rhetorical Places
RHETOR 121,Rhetoric of Fiction
RHETOR 122,Rhetoric of Drama
RHETOR 123,Rhetoric of Performance
RHETOR 124,Rhetoric of Poetry
RHETOR 125,Poetics and Poetry
RHETOR 127,"Novel, Society, and Politics"
RHETOR 128T,The Rhetoric and Politics of Interviews
RHETOR 129,Rhetoric of Autobiography
RHETOR 129AC,Autobiography and American Individualism
RHETOR 130,Novel into Film
RHETOR 131T,Genre in Film and Literature
RHETOR 132T,Auteur in Film
RHETOR 133T,Theories of Film
RHETOR 135T,Selected Topics in Film
RHETOR 136,Art and Authorship
RHETOR 137,Rhetoric of the Image
RHETOR 138,Television Criticism
RHETOR 139,Rhetoric of Visual Witnessing
RHETOR 145,"Science, Narrative, and Image"
RHETOR 150,Rhetoric of Contemporary Politics
RHETOR 151,Rhetoric of Contact and Conquest
RHETOR 152,Rhetoric of Constitutional Discourse
RHETOR 152AC,Race and Order in the New Republic
RHETOR 153,American Political Rhetoric
RHETOR 155,Discourses of Colonialism and Postcoloniality
RHETOR 156,Rhetoric of the Political Novel
RHETOR 157A,Rhetoric of Modern Political Theory
RHETOR 157B,Rhetoric of Contemporary Political Theory
RHETOR 158,Advanced Problems in the Rhetoric of Political Theory
RHETOR 159A,Great Theorists in the Rhetoric of Political and Legal Theory
RHETOR 159B,Great Themes in the Rhetoric of Contemporary Political and Legal Theory
RHETOR 160,Introduction to the Rhetoric of Legal Discourse
RHETOR 163,"Law, Language, and Literature"
RHETOR 164,Rhetoric of Legal Theory
RHETOR 165,Rhetoric of Legal Philosophy
RHETOR 166,Rhetoric in Law and Politics
RHETOR 167,"Advanced Themes in Legal Theory, Philosophy, Argumentation"
RHETOR 168,Advanced Topics in Contemporary Law and Legal Discourse
RHETOR 170,Rhetoric of Social Science
RHETOR 171,The Problem of Mass Culture and the Rhetoric of Social Theory
RHETOR 172,Rhetoric of Social Theory
RHETOR 176,Rhetoric of Material Culture
RHETOR 182,Rhetorics of Sexual Exchange and Sexual Difference
RHETOR 189,Special Topics
RHETOR H190A,Honors Thesis
RHETOR H190B,Honors Thesis
RHETOR 197,Field Studies
RHETOR 198,Supervised Group Study
RHETOR 199,Supervised Independent Study
RHETOR 200,Classical Rhetorical Theory and Practice
RHETOR 205,Contemporary Rhetorical Theory and Practice
RHETOR C221,Aesthetics as Critique
RHETOR 230,Rhetoric and History
RHETOR 240D,Rhetorical Theory and Criticism: Nonfictional Prose
RHETOR 240E,Rhetorical Theory and Criticism: Political Discourse
RHETOR 240F,Rhetorical Theory and Criticism: Legal Rhetoric and Philosophy
RHETOR 240G,Rhetorical Theory and Criticism: Rhetorical Theory
RHETOR 243,Special Topics in Film
RHETOR 244,Special Topics in Rhetoric: Limited study
RHETOR 250,Rhetoric of the Image
RHETOR 295,Special Study
RHETOR 299,Directed Research
RHETOR 375,Teaching Rhetoric
RHETOR 601,Individual Study for Master's Students
RHETOR 602,Individual Study for Doctoral Students
ROMANI 1A,Introductory Romanian
ROMANI 1B,Introductory Romanian
ROMANI 102A,Continuing Romanian
ROMANI 102B,Continuing Romanian
RUSSIAN 1,Elementary Russian
RUSSIAN 2,Elementary Russian
RUSSIAN 3,Intermediate Russian
RUSSIAN 4,Intermediate Russian
RUSSIAN 6A,Introductory Russian for Heritage Speakers
RUSSIAN 6B,Introductory Russian for Heritage Speakers
RUSSIAN 10,Elementary Intensive Russian
RUSSIAN 20,Intermediate Intensive Russian
RUSSIAN 101,Advanced Russian Phonetics and Oral Performance
RUSSIAN 102,Readings in Specialized Russian
RUSSIAN 103A,Advanced Russian
RUSSIAN 103B,Advanced Russian
RUSSIAN 105A,Advanced Russian/English/Russian Translation
RUSSIAN 105B,Advanced Russian/English/Russian Translation
RUSSIAN 106A,Advanced Russian for Heritage Speakers
RUSSIAN 106B,Advanced Russian for Heritage Speakers
RUSSIAN 109,Business Russian
RUSSIAN 120A,Advanced Russian Conversation and Communication
RUSSIAN 120B,Advanced Russian Conversation and Communication
RUSSIAN 201,Advanced Russian Proficiency Maintenance
RUSSIAN 202,Advanced Academic Russian
RUSSIAN 204,Russian Composition and Style
SANSKR 100A,Elementary Sanskrit
SANSKR 100B,Elementary Sanskrit
SANSKR 101A,Intermediate Sanskrit: Epic and Puracic Sanskrit
SANSKR 101B,Intermediate Sanskrit: Sastraic (Scientific) Sanskrit
SANSKR 101C,Intermediate Sanskrit: Sahitya (Literary Sanskrit)
SANSKR 200A,Sanskrit Literature
SANSKR 200B,Sanskrit Literature
SANSKR 203,Vedic Sanskrit
SANSKR 206,Middle Indic
SANSKR 207,Sanskrit Philosophical Texts
SCANDIN R5A,Reading and Composition
SCANDIN R5B,Reading and Composition
SCANDIN 24,Freshman Seminars
SCANDIN 60,Heroic Legends of the North
SCANDIN 75,Literature and Culture of the Nordic World
SCANDIN 98,Directed Group Study
SCANDIN 100A,"Intermediate Scandinavian Languages (Danish, Norwegian, Swedish)"
SCANDIN 100B,"INTERMEDIATE SCANDINAVIAN LANGUAGES (DANISH, NORWEGIAN, SWEDISH)"
SCANDIN 101A,Introduction to Old Norse I
SCANDIN 101B,Introduction to Old Norse II
SCANDIN 106,The Works of Hans Christian Andersen
SCANDIN C107,Plays of Ibsen
SCANDIN C108,Strindberg
SCANDIN C114,Word and Image
SCANDIN 115,Studies in Drama and Film
SCANDIN 116,Studies in Prose
SCANDIN 120,The Novel in Scandinavian
SCANDIN 123,Viking and Medieval Scandinavia
SCANDIN 125,Old Norse Literature
SCANDIN 132,Introduction to Finnish Culture and History
SCANDIN 145,Senior Seminar
SCANDIN 149,Major Studies
SCANDIN 150,Studies in Scandinavian Literature
SCANDIN 160,Scandinavian Myth and Religion
SCANDIN C160,Scandinavian Myth and Religion
SCANDIN 165,Scandinavian Folklore
SCANDIN 170,Arctic Folklore and Mythology in Nordic Lands
SCANDIN 180,Special Topics in Scandinavian
SCANDIN 198,Group Study for Advanced Undergraduates
SCANDIN 199,Independent Study and Research
SCANDIN 201A,Old Norse
SCANDIN 201B,Norse Literature
SCANDIN 206,Studies in Philology and Linguistics
SCANDIN 215,Literary and Cultural Theory
SCANDIN 220,Early Scandinavian Literature
SCANDIN 235,Studies in Romanticism and Realism
SCANDIN 240,Modern and Contemporary Scandinavian Literature
SCANDIN 249,Graduate Studies
SCANDIN 250,Seminar in Scandinavian Literature
SCANDIN 298,Special Study
SCANDIN 299,Dissertation Writing
SCANDIN 300A,Methods of Teaching Scandinavian Languages
SCANDIN 300B,Teaching Practicum
SCANDIN 301,Scandinavian Teaching Methods
SCANDIN 601,Individual Study for M.A. Candidates
SCANDIN 602,Individual Study for Doctoral Candidates
SCMATHE 210,Practicum in Science and Math Education Research and Development
SCMATHE 220C,Instructional Design in Science and Mathematics Education
SCMATHE 292,Research Seminar and Colloquium
SCMATHE 294,Formulation of Educational Research
SCMATHE 295,Research
SCMATHE 299,Individual Reading and Study
SCMATHE 602,Individual Study for Qualifying Examination
STS C100,"Introduction to Science, Technology, and Society"
STS C200,Topics in Science and Technology Studies
STS C250,Science and Technology Studies Research Seminar
SEMITIC 100A,Aramaic
SEMITIC 100B,Aramaic
SEMITIC 205A,Ugaritic
SEMITIC 205B,Ugaritic
SEMITIC 209A,Northwest Semitic Epigraphy
SEMITIC 209B,Northwest Semitic Epigraphy
SLAVIC R5A,Reading and Composition
SLAVIC R5B,Reading and Composition
SLAVIC 24,Freshman Seminar
SLAVIC 36,Great Books of Russian Literature
SLAVIC 39,Freshman/Sophomore Seminar
SLAVIC 39C,Freshman/Sophomore Seminar
SLAVIC 39E,Freshman/Sophomore Seminar
SLAVIC 39L,Freshman/Sophomore Seminar
SLAVIC 39M,Freshman/Sophomore Seminar
SLAVIC 39N,Freshman/Sophomore Seminar
SLAVIC 45,Nineteenth-Century Russian Literature
SLAVIC 46,Twentieth-Century Russian Literature
SLAVIC 50,Introduction to Russian/East European/Eurasian Cultures
SLAVIC 98,Directed Group Study
SLAVIC 99,Individual Study
SLAVIC 100,"Seminar: Russian, East European, and Eurasian Cultures"
SLAVIC 100L,"Advanced Readings in Russian, East European and Eurasian Languages"
